,Dialogue,score,sentiment
17552,"- A year, on and off.
",0.0,0.0
17553,"I thought we'd end up together.
",0.0,0.0
17554,"I don't anymore.
",0.0,0.0
17555,"- Now that she broke up with you.
",0.0,0.0
17556,"- Yeah.
",0.0,0.0
17557,"It's weird.
",-0.5,1.0
17558,"I used to assume that I would meet
",0.0,0.0
17559,"someone and fall in love and be happy.
",0.65,0.8
17560,"That all that was just a given.
",0.0,0.0
17561,"Lately, it's like, what if it's not?
",-0.3,0.6
17562,"Do you ever have that feeling?
",0.0,0.0
17563,"No.
",0.0,0.0
17564,"Yeah.
",0.0,0.0
17565,"All the time.
",0.0,0.0
17566,"Constantly. It's terrifying.
",-1.0,1.0
17567,"But you know, then I figure
",0.0,0.0
17568,"it has to work out.
",0.0,0.0
17569,"Why?
",0.0,0.0
17570,"Because it has to.
",0.0,0.0
17571,"- You have all the answers, don't you?
",0.0,0.0
17572,"- No, no, I do. I really do.
",0.2,0.2
17573,"- Thanks for talking to me.
",0.2,0.2
17574,"- Come on, what are bosses for?
",0.0,0.0
17575,"Hug it out.
",0.0,0.0
17576,"All right, he likes you back.
",0.14285714285714285,0.26785714285714285
17577,"Told you you should go for it.
",0.0,0.0
17578,"What?
",0.0,0.0
17579,"Street noise drown any of that out?
",0.0,0.0
17580,"No? See you later.
",0.0,0.0
17581,"Okay.
",0.5,0.5
17582,"What did Joey say? I like you back?
",0.0,0.0
17583,"Joey knows that I'm very insecure
",-0.65,1.0
17584,"about my back.
",0.0,0.0
17585,"And you were hugging me...
",0.0,0.0
17586,"...so obviously you are not
",0.0,0.5
17587,"repulsed by it. Yeah!
",0.0,0.0
17588,"- Wait, that doesn't make any sense.
",0.0,0.0
17589,"- No?
",0.0,0.0
17590,"All right, here's the truth.
",0.2857142857142857,0.5357142857142857
17591,"Joey said what he said...
",0.0,0.0
17592,"...because I'm attracted to you.
",0.0,0.0
17593,"Wow.
",0.1,1.0
17594,"Yeah, I admit it.
",0.0,0.0
17595,"I have a crush on you. I know that's
",0.0,0.0
17596,"crazy because we work together...
",-0.6,0.9
17597,"...and nothing could ever happen.
",0.0,0.0
17598,"The last thing I wanted to do
",0.0,0.06666666666666667
17599,"was freak you out...
",0.0,0.0
17600,"...or make you feel uncomfortable.
",-0.5,1.0
17601,"Which is why it would be great
",0.8,0.75
17602,"if you said something right about now.
",0.2857142857142857,0.5357142857142857
17603,"Oh, my God.
",0.0,0.0
17604,"Those guys are stealing my car.
",0.0,0.0
17605,"What?
",0.0,0.0
17606,"Right there. That's my car!
",0.3571428571428571,0.5357142857142857
17607,"- Hey!
",0.0,0.0
17608,"- Okay, that'll take one minute.
",0.5,0.5
17609,"Do you have anything else to say?
",0.0,0.0
17610,"I can't believe it.
",0.0,0.0
17611,"We still have time to talk,
",0.0,0.0
17612,"and they're not even in the car yet.
",0.0,0.0
17613,"Look, there they go.
",0.0,0.0
17614,"Okay, Phoebe.
",0.5,0.5
17615,"We should probably go back now.
",0.0,0.0
17616,"Please, don't leave me.
",0.0,0.0
17617,"I'll be lonely.
",-0.09999999999999998,0.7
17618,"Stop it. Stop.
",0.0,0.0
17619,"- Okay, let's go. We can be strong.
",0.4666666666666667,0.6166666666666667
17620,"- Yeah, okay.
",0.5,0.5
17621,"Did you hear that?
",0.0,0.0
17622,"She said, ""Monica. ""
",0.0,0.0
17623,"I can't leave her.
",0.0,0.0
17624,"We could sneak the dog back
",0.0,0.0
17625,"and Chandler wouldn't even know.
",0.0,0.0
17626,"That won't work.
",0.0,0.0
17627,"I've had that dog for three days,
",0.0,0.0
17628,"and Chandler had no idea.
",0.0,0.0
17629,"He's not so smart.
",0.21428571428571427,0.6428571428571429
17630,"Hey. I didn't know either.
",0.0,0.0
17631,"Yeah, but you kind of knew that
",0.6,0.9
17632,"something was going on, didn't you?
",0.0,0.0
17633,"Yeah, I knew.
",0.0,0.0
17634,"Where's Chandler?
",0.0,0.0
17635,"- Here I am.
",0.0,0.0
17636,"- Wash your hands.
",0.0,0.0
17637,"How did you know?
",0.0,0.0
17638,"Hey, what's she doing back here?
",0.0,0.0
17639,"Relax, Ross.
",0.0,0.0
17640,"She's not made of ice cream.
",0.0,0.0
17641,"Hey, look, Phoebe.
",0.0,0.0
17642,"I laid out the states geographically.
",0.0,0.0
17643,"We don't have time.
",0.0,0.0
17644,"We have to keep Chandler away.
",0.0,0.0
17645,"- Yeah, but, look what...
",0.0,0.0
17646,"- This is what we do not have time for!
",0.0,0.0
17647,"- Where's Monica?
",0.0,0.0
17648,"- In Phoebe's room. You can't go in.
",0.0,0.0
17649,"Why not?
",0.0,0.0
17650,"Monica's crying.
",-0.2,0.6
17651,"She's very upset
",0.2,0.3
17652,"about this whole Klunkers thing.
",0.2,0.4
17653,"- Well, I should go in there.
",0.0,0.0
17654,"- No, no.
",0.0,0.0
17655,"No, she doesn't want to see
",0.0,0.0
17656,"you right now.
",0.2857142857142857,0.5357142857142857
17657,"- Why not?
",0.0,0.0
17658,"- Because you sent away the dog.
",0.0,0.0
17659,"- That's ridiculous.
",-0.3333333333333333,1.0
17660,"- Oh, is it? Is it?!
",0.0,0.0
17661,"Look, when Monica and I were kids,
",0.0,0.0
17662,"we had a dog named Rover.
",0.0,0.0
17663,"And one day, my dad decides
",0.0,0.0
17664,"he doesn't like dogs.
",0.0,0.0
17665,"So Monica and her friend, Phyllis...
",0.0,0.0
17666,"...take away the dog and that was the
",0.0,0.0
17667,"last time we ever saw him. See?
",0.0,0.06666666666666667
17668,"This is just like that...
",0.0,0.0
17669,"...only with a few details changed.
",-0.2,0.1
17670,"Okay, I'm in my sweatpants.
",0.5,0.5
17671,"Bring on the food.
",0.0,0.0
17672,"- What's the matter?
",0.0,0.0
17673,"- Monica's upset because of Klunkers.
",0.0,0.0
17674,"So? Bring the dog back.
",0.0,0.0
17675,"You're a hero.
",0.0,0.0
17676,"Yeah, I could be a hero.
",0.0,0.0
17677,"I could do that.
",0.0,0.0
17678,"What if it attacks me?
",0.0,0.0
17679,"Chandler, it's like a big gerbil.
",0.0,0.1
17680,"And that doesn't scare you?
",0.0,0.0
17681,"Ross, you need some help?
",0.0,0.0
17682,"From you?
",0.0,0.0
17683,"Yes, please.
",0.0,0.0
17684,"First of all, Utah?
",0.25,0.3333333333333333
17685,"Dude, you can't just make stuff up.
",0.0,0.0
17686,"I hate America!
",-1.0,0.9
17687,"When I finish this game,
",-0.4,0.4
17688,"I swear I am moving.
",0.0,0.0
17689,"- Tag still talking to the police?
",0.0,0.0
17690,"- Yeah.
",0.0,0.0
17691,"Dammit. Why did I open my mouth?
",0.0,0.5
17692,"""I have a crush on you.
",0.0,0.0
17693,"I'm attracted to you. ""
",0.0,0.0
17694,"I know that I freaked him out.
",0.0,0.0
17695,"If you said it like that, you did.
",0.0,0.0
17696,"Hey, is Chandler here?
",0.0,0.0
17697,"No, he went for a walk.
",0.0,0.0
17698,"Okay, you cannot tell him,
",0.5,0.5
17699,"but look who's back.
",0.0,0.0
17700,"Well, no, no, no.
",0.0,0.0
17701,"He went over to Ross' to bring
",0.0,0.0
17702,"the dog back here.
",0.0,0.0
17703,"Oh, no, the dog's not going
",0.0,0.0
17704,"to be there!
",0.0,0.0
17705,"You think?
",0.0,0.0
17706,"Hi, honey.
",0.0,0.0
17707,"Please, please, please,
",0.0,0.0
17708,"don't be mad at me.
",-0.625,1.0
17709,"- What? Why would...?
",0.0,0.0
17710,"- Wait and see.
",0.0,0.0
17711,"Maybe we will, maybe we won't.
",0.0,0.0
17712,"Okay, I went over to Ross'
",0.5,0.5
17713,"to bring back Klunkers for you...
",0.0,0.0
17714,"...and I left the door open,
",0.0,0.25
17715,"and she must've gotten out.
",0.0,0.0
17716,"And I looked everywhere, all over
",0.0,0.0
17717,"the apartment, including the roof.
",0.0,0.0
17718,"Which, FYI, Ross,
",0.0,0.0
17719,"one of your neighbors, growing weed.
",0.0,0.0
17720,"I couldn't find him...
",0.0,0.0
17721,"...and I am so, so, so sorry.
",-0.5,1.0
17722,"But I do know where we can all go
",0.0,0.0
17723,"ease the pain.
",0.0,0.0
17724,"We have good news. Look who's back!
",0.35,0.30000000000000004
17725,"Klunkers. Oh, my God!
",0.0,0.0
17726,"- She came back all by herself.
",0.0,0.0
17727,"- It's a Thanksgiving miracle.
",0.0,0.0
17728,"It is so good to see you.
",0.7,0.6000000000000001
17729,"She came all the way back
",0.0,0.0
17730,"from Ross'.
",0.0,0.0
17731,"The things she must've seen.
",0.0,0.0
17732,"She climbed up the fire escape...
",0.0,0.0
17733,"...and tapped on the window with her
",0.0,0.0
17734,"teeny paw, and we ran to let her in.
",0.0,0.0
17735,"I went too far, didn't I?
",0.1,1.0
17736,"When should I have stopped?
",0.0,0.0
17737,"Okay, maybe this is so hard,
",0.10416666666666666,0.5208333333333333
17738,"because there aren't 50 states.
",0.0,0.0
17739,"Let me tell you something.
",0.0,0.0
17740,"I have 49 states...
",0.0,0.0
17741,"...and there are no more!
",-0.3125,0.5
17742,"I think I should be able
",0.5,0.625
17743,"to eat something.
",0.0,0.0
17744,"It's up to you.
",0.0,0.0
17745,"- Oh, hi. How are you doing?
",0.0,0.0
17746,"- I'm okay.
",0.5,0.5
17747,"I got to go to the police station
",0.0,0.0
17748,"and look at mug shots.
",0.0,0.0
17749,"Thanks for having me over.
",0.2,0.2
17750,"Tag, you're going?
",0.0,0.0
17751,"We didn't even get a chance to talk.
",0.0,0.0
17752,"So where did you say
",0.0,0.0
17753,"you're from again?
",0.0,0.0
17754,"- Colorado.
",0.0,0.0
17755,"- What good are you?
",0.7,0.6000000000000001
17756,"Look, I think we should talk
",0.0,0.0
17757,"about what happened on the terrace.
",0.0,0.0
17758,"Okay.
",0.5,0.5
17759,"I never should've said what I said.
",0.0,0.0
17760,"It just doesn't matter how I feel.
",0.0,0.0
17761,"We work together, so nothing could
",0.0,0.0
17762,"ever happen between us.
",0.0,0.0
17763,"I would love to go to work on Monday
",0.5,0.6
17764,"and never talk about this again.
",0.0,0.0
17765,"Okay. Big day, Monday.
",0.25,0.3
17766,"Lots to do.
",0.0,0.0
17767,"So we okay?
",0.5,0.5
17768,"I'm not.
",0.0,0.0
17769,"I freaked you out.
",0.0,0.0
17770,"No, you didn't.
",0.0,0.0
17771,"What freaked me out was you saying
",0.0,0.0
17772,"nothing could happen between us.
",0.0,0.0
17773,"- Really?
",0.2,0.2
17774,"- Yeah.
",0.0,0.0
17775,"So please don't fire me
",0.0,0.0
17776,"for doing this.
",0.0,0.0
17777,"That's one less thing
",-0.16666666666666666,0.06666666666666667
17778,"we have to do on Monday.
",0.0,0.0
17779,"Delaware.
",0.0,0.0
17780,"Delaware.
",0.0,0.0
17781,"- All right.
",0.2857142857142857,0.5357142857142857
17782,"- I want my turkey now.
",0.0,0.0
17783,"You got it.
",0.0,0.0
17784,"You got Nevada twice.
",0.0,0.0
17785,"- I know.
",0.0,0.0
17786,"- Yeah.
",0.0,0.0
17787,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
",0.0,0.0
17788,"- I'm ready.
",0.2,0.5
17789,"- You sure?
",0.5,0.8888888888888888
17790,"Let me just straighten out
",0.0,0.0
17791,"your helmet there.
",0.0,0.0
17792,"- Thanks, Daddy.
",0.2,0.2
17793,"- No, no. One daddy, two mommies.
",0.0,0.0
17794,"- All right, it's all yours.
",0.2857142857142857,0.5357142857142857
17795,"- Okay, okay.
",0.5,0.5
17796,"There you go, there you go.
",0.0,0.0
17797,"Wow, Ben's first big kid's bike.
",0.11666666666666665,0.4777777777777778
17798,"This is so exciting!
",0.375,0.8
17799,"Oh, yeah, I remember mine.
",0.0,0.0
17800,"It was my sixth birthday.
",0.0,0.0
17801,"I went to the park...
",0.0,0.0
17802,"...and I got on it and it bent.
",0.0,0.0
17803,"- Yeah.
",0.0,0.0
17804,"- I never had a bike of my own.
",0.6,1.0
17805,"- What?
",0.0,0.0
17806,"We didn't have a lot of money.
",0.0,0.0
17807,"But the girl across the street
",0.0,0.0
17808,"had the best bike.
",1.0,0.3
17809,"It was pink and it had rainbow-colored
",-0.1,0.3
17810,"tassels hanging off the handles...
",0.0,0.0
17811,"...and a bell
",0.0,0.0
17812,"and this big, white wicker basket...
",0.0,0.05
17813,"...with those
",0.0,0.0
17814,"plastic daisies stuck on.
",0.0,0.0
17815,"That sounds like my first bike.
",0.25,0.3333333333333333
17816,"My dad gave me his old one.
",0.1,0.2
17817,"- Did the girl ever let you ride it?
",0.0,0.0
17818,"- No.
",0.0,0.0
17819,"But she gave me the box
",0.0,0.0
17820,"that it came in.
",0.0,0.0
17821,"It had a picture of the bike
",0.0,0.0
17822,"on the front.
",0.0,0.0
17823,"So I would sit on it and my stepdad
",0.0,0.0
17824,"would drag me around the backyard.
",-0.1,0.07083333333333333
17825,"That is so unfair.
",-0.5,1.0
17826,"Not really, I got
",-0.1,0.2
17827,"to drag him around too.
",-0.1,0.07083333333333333
17828,"The One With All the Candy
",0.0,0.0
17829,"English Subtitles by
",0.0,0.0
17830,"SDI Media Group
",0.0,0.0
17831,"Hey, what are you guys doing?
",0.0,0.0
17832,"Making candy for the neighbors.
",0.0,0.0
17833,"I'm sorry, who?
",-0.5,1.0
17834,"I'm gonna hang
",0.0,0.0
17835,"a basket on the door.
",0.0,0.0
17836,"When the neighbors walk by,
",0.0,0.0
17837,"they can take a piece.
",0.0,0.0
17838,"- But we don't know the neighbors.
",0.0,0.0
17839,"- I do.
",0.0,0.0
17840,"There's, let's see,
",0.0,0.0
17841,"the guy with the mustache...
",0.0,0.0
17842,"...smokes-a-lot lady,
",0.0,0.0
17843,"some kids I've seen...
",0.0,0.0
17844,"...and the red-haired guy
",0.0,0.0
17845,"who does not like to be called Rusty.
",0.0,0.0
17846,"See, this is exactly why
",0.25,0.25
17847,"I'm making this candy.
",0.0,0.0
17848,"We can get to know our neighbors.
",0.0,0.0
17849,"Wouldn't it be easier
",0.0,0.0
17850,"if we just moved?
",0.0,0.0
17851,"Good morning!
",0.875,0.6000000000000001
17852,"- Somebody's in a good mood.
",0.7,0.6000000000000001
17853,"- Well, why shouldn't I be?
",0.0,0.0
17854,"I have great friends.
",0.8,0.75
17855,"I have a wonderful job...
",1.0,1.0
17856,"Where you can make out
",0.0,0.0
17857,"with your assistant.
",0.0,0.0
17858,"It's not a big deal.
",0.0,0.1
17859,"We stayed up creating a plan so
",0.0,0.0
17860,"that us dating won't be a problem.
",0.0,0.0
17861,"Oh, yeah? What's the plan?
",0.0,0.0
17862,"We... We are not...
",0.0,0.0
17863,"...going to let it...
",0.0,0.0
17864,"...be a problem.
",0.0,0.0
17865,"It took you all night
",0.0,0.0
17866,"to come up with that plan?
",0.0,0.0
17867,"Well, you know,
",0.0,0.0
17868,"we did other stuff too.
",-0.125,0.375
17869,"Did you two...?
",0.0,0.0
17870,"Oh, I don't sleep with guys
",0.0,0.0
17871,"on the first date.
",0.25,0.3333333333333333
17872,"- Matt Wire, Mark Lynn, Ben Wise...
",0.7,0.9
17873,"- Anymore!
",0.0,0.0
17874,"Hi, Tag, I have a conference call
",0.0,0.0
17875,"today, is that correct?
",0.0,0.0
17876,"- Yes, at 4.
",0.0,0.0
17877,"- Okay, thank you, that'll be all.
",0.5,0.5
17878,"Wait, wait.
",0.0,0.0
17879,"Did you see that?
",0.0,0.0
17880,"He had no idea there was
",0.0,0.0
17881,"something going on between us.
",0.0,0.0
17882,"- I'd better get back to my desk.
",0.25,0.25
17883,"- Okay, hard worker.
",0.10416666666666666,0.5208333333333333
17884,"I'll put that in your evaluation.
",0.0,0.0
17885,"- My what?
",0.0,0.0
17886,"- You've been here for two months now.
",0.0,0.0
17887,"And your boss is required to hand in
",0.0,0.0
17888,"a performance evaluation.
",0.0,0.0
17889,"But you know, there is one thing
",0.0,0.0
17890,"that I have yet to evaluate.
",0.0,0.0
17891,"- Are you serious?
",-0.3333333333333333,0.6666666666666666
17892,"- No, but I've always wanted to do that.
",0.0,0.0
17893,"Can you help me clean this up?
",0.3666666666666667,0.7000000000000001
17894,"The basket is totally empty!
",-0.125,0.5
17895,"The neighbors ate it all!
",0.0,0.0
17896,"Well, either that or... .
",0.0,0.0
17897,"Joey!
",0.0,0.0
17898,"Yeah?
",0.0,0.0
17899,"- Did you eat all the neighbor candy?
",0.0,0.0
17900,"- That was the plan.
",0.0,0.0
17901,"When I got to it,
",0.0,0.0
17902,"there was only a few pieces left.
",-0.06666666666666667,0.3666666666666667
17903,"They've come by all day.
",0.0,0.0
17904,"They love it.
",0.5,0.6
17905,"They love my candy?
",0.5,0.6
17906,"- Oh, man, I gotta go make more.
",0.5,0.5
17907,"- Hey, Mon.
",0.0,0.0
17908,"Make some more lasagna too. Something
",0.5,0.5
17909,"might have happened to a chunk of it.
",0.0,0.0
17910,"Ross, the neighbors ate all my candy.
",0.0,0.0
17911,"Mine stole my newspaper.
",0.0,0.0
17912,"It's like a crime wave.
",0.0,0.0
17913,"Pheebs, you got a second?
",0.0,0.0
17914,"Sure.
",0.5,0.8888888888888888
17915,"Ever since you told me
",0.0,0.0
17916,"about that bike...
",0.0,0.0
17917,"...I couldn't stop thinking about it.
",0.0,0.0
17918,"I mean, everyone should have
",-0.3125,0.6875
17919,"a first bike, you know? So... .
",0.25,0.3333333333333333
17920,"Oh, my God, Ross!
",0.0,0.0
17921,"- You like it?
",0.0,0.0
17922,"- I love it!
",0.625,0.6
17923,"- Yeah?
",0.0,0.0
17924,"- Oh, oh, God...
",0.0,0.0
17925,"And I love you.
",0.5,0.6
17926,"Not that way.
",0.0,0.0
17927,"But the bike got you a lot closer.
",0.0,0.0
17928,"Well, take it downstairs.
",0.0,0.0
17929,"You know, give it a test drive.
",0.0,0.0
17930,"Okay. Oh, my God.
",0.5,0.5
17931,"My first bike!
",0.3125,0.3333333333333333
17932,"Thank you for the best present
",0.5,0.15
17933,"I've ever gotten.
",0.0,0.0
17934,"You're welcome.
",0.8,0.9
17935,"Oh, and Chandler's about to cry.
",0.0,0.0
17936,"Am not.
",0.0,0.0
17937,"Who is that?
",0.0,0.0
17938,"Don't worry, I'm brave.
",0.8,1.0
17939,"l... I am brave.
",0.8,1.0
17940,"No, no, no, no!
",0.0,0.0
17941,"Can you tell me who is there, please?
",0.0,0.0
17942,"My name's Gary. I live upstairs.
",0.13636363636363635,0.5
17943,"- Hi.
",0.0,0.0
17944,"- Hi.
",0.0,0.0
17945,"- Do you know what time it is?
",0.0,0.0
17946,"- It's candy time.
",0.0,0.0
17947,"My roommate says they taste
",0.0,0.0
17948,"like little drops of heaven.
",-0.1875,0.5
17949,"Oh, please.
",0.0,0.0
17950,"Did you hear that?
",0.0,0.0
17951,"""Little drops of heaven. ""
",-0.1875,0.5
17952,"Four a.m.
",0.0,0.0
17953,"So can I get some candy?
",0.0,0.0
17954,"I am sorry, but some of us
",-0.5,1.0
17955,"have to get up early and go to work.
",0.1,0.3
17956,"He does not know
",0.0,0.0
17957,"that I am not ""some of us. ""
",0.0,0.0
17958,"I'm sorry, but I'll put some out
",-0.5,1.0
17959,"in the morning.
",0.0,0.0
17960,"Okay, I'll swing by later.
",0.25,0.25
17961,"You live in this building?
",0.13636363636363635,0.5
17962,"Seems like I'd remember you.
",0.0,0.0
17963,"Night, Gar.
",0.0,0.0
17964,"So did you read your evaluation yet?
",0.0,0.0
17965,"No, it was marked ""confidential. ""
",0.1,0.6
17966,"I just sent it to human resources.
",0.0,0.1
17967,"Please, you're kidding, right?
",0.2857142857142857,0.5357142857142857
17968,"I wrote that one as a joke for you.
",0.0,0.0
17969,"A joke they would appreciate?
",0.0,0.0
17970,"I'm thinking, no.
",0.0,0.0
17971,"- What did you say?
",0.0,0.0
17972,"- I said you were a good kisser...
",0.7,0.6000000000000001
17973,"...and that I liked your
",0.6,0.8
17974,"teeny, tiny tushy.
",0.0,0.5
17975,"No, not my tushy.
",0.0,0.0
17976,"It gets worse.
",-0.4,0.6
17977,"About your initiative, I wrote:
",0.0,0.0
17978,"""He was able to unhook my bra
",0.5,0.625
17979,"with minimal supervision. ""
",-0.1,0.6
17980,"Under problems with performance,
",0.0,0.0
17981,"I wrote, ""Dear God, I hope not. ""
",0.0,0.0
17982,"And then... And then I drew
",0.0,0.0
17983,"a little smiley face.
",-0.1875,0.5
17984,"And then a small pornographic sketch.
",-0.25,0.4
17985,"That is so sweet of you
",0.35,0.65
17986,"to get Phoebe that bike.
",0.0,0.0
17987,"When I heard the story,
",0.0,0.0
17988,"I almost cried.
",0.0,0.0
17989,"Almost cried, huh?
",0.0,0.0
17990,"Hear that, Chandler? ""Almost"" cried.
",0.0,0.0
17991,"Hey, you cry every time
",0.0,0.0
