,Dialogue,preprocess_txt,total_len,pos_count,neg_count,sentiment
17331,"English Subtitles by
","['english', 'subtitle']",2,0,0,0.0
17332,"Gelula/SDI
","['gelula', 'sdi']",2,0,0,0.0
17333,"Hey, how is New England not a state?
","['hey', 'new', 'england', 'state']",4,0,0,0.0
17334,"They have a sports team.
","['sport', 'team']",2,0,0,0.0
17335,"Does South Oregon have a sports team?
","['south', 'oregon', 'sport', 'team']",4,0,0,0.0
17336,"There you go.
",['go'],1,0,0,0.0
17337,"Why one extra place setting?
","['one', 'extra', 'place', 'setting']",4,0,0,0.0
17338,"You invited your assistant.
","['invited', 'assistant']",2,0,0,0.0
17339,"Oh, right, sorry. Tag's not coming.
","['oh', 'right', 'sorry', 'tag', 'coming']",5,1,1,0.0
17340,"His girlfriend came into town,
","['girlfriend', 'came', 'town']",3,0,0,0.0
17341,"so he's with her.
",[],0,0,0,
17342,"Why didn't you tell me?
",['tell'],1,0,0,0.0
17343,"I made him his own
",['made'],1,0,0,0.0
17344,"sweet potato stuffed pumpkin.
","['sweet', 'potato', 'stuffed', 'pumpkin']",4,1,0,0.25
17345,"I was going to,
",['going'],1,0,0,0.0
17346,"but then I figured...
",['figured'],1,0,0,0.0
17347,"...your food is so delicious
","['food', 'delicious']",2,1,0,0.5
17348,"and perfect...
",['perfect'],1,1,0,1.0
17349,"...you can never have too many
","['never', 'many']",2,1,1,0.0
17350,"of those pumpkin things.
","['pumpkin', 'thing']",2,0,0,0.0
17351,"You'd think I wouldn't enjoy that
","['think', 'enjoy']",2,1,0,0.5
17352,"since it's so fake, but I still do.
","['since', 'fake', 'still']",3,0,1,-0.33
17353,"Regular celery!
","['regular', 'celery']",2,0,0,0.0
17354,"I already have that.
",['already'],1,0,0,0.0
17355,"Done...
",['done'],1,0,0,0.0
17356,"...with time to spare.
","['time', 'spare']",2,0,0,0.0
17357,"- This may be a new world's record.
","['may', 'new', 'world', 'record']",4,0,0,0.0
17358,"- I hate to lecture you guys...
","['hate', 'lecture', 'guy']",3,0,1,-0.33
17359,"...but it's disgraceful that
",['disgraceful'],1,0,1,-1.0
17360,"a group of well-educated adults...
","['group', 'well', 'educated', 'adult']",4,2,0,0.5
17361,"...and Joey can't name all the states.
","['joey', 'name', 'state']",3,0,0,0.0
17362,"You ever see a map or one of those
","['ever', 'see', 'map', 'one']",4,0,0,0.0
17363,"round colorful things called a globe?
","['round', 'colorful', 'thing', 'called', 'globe']",5,1,0,0.2
17364,"Magellan? You got 46 states.
","['magellan', 'got', 'state']",3,0,0,0.0
17365,"- What? That's impossible.
",['impossible'],1,0,1,-1.0
17366,"- Forty-six.
","['forty', 'six']",2,0,0,0.0
17367,"Well, who's well-educated now,
","['well', 'well', 'educated']",3,3,0,1.0
17368,"Mr. L-Forgot-Ten-States?
","['mr', 'l', 'forgot', 'ten', 'state']",5,0,0,0.0
17369,"I'm going to go turn on Joey's oven.
","['going', 'go', 'turn', 'joey', 'oven']",5,0,0,0.0
17370,"Please, watch him.
","['please', 'watch']",2,1,1,0.0
17371,"Do not let Joey eat any of the food.
","['let', 'joey', 'eat', 'food']",4,0,0,0.0
17372,"I am only one man.
","['one', 'man']",2,0,0,0.0
17373,"- Okay, time is up.
","['okay', 'time']",2,0,0,0.0
17374,"- Now, just give me another minute.
","['give', 'another', 'minute']",3,0,0,0.0
17375,"If you don't know them by now,
",['know'],1,0,0,0.0
17376,"you never will, okay?
","['never', 'okay']",2,0,0,0.0
17377,"That is the beauty of this game.
","['beauty', 'game']",2,1,0,0.5
17378,"It makes you want to kill yourself.
","['make', 'want', 'kill']",3,0,1,-0.33
17379,"This is crazy. I can do this.
",['crazy'],1,0,1,-1.0
17380,"All right, I bet I can get
","['right', 'bet', 'get']",3,1,0,0.33
17381,"all 50 before dinner.
",['dinner'],1,0,0,0.0
17382,"Okay, but if you can't, no dinner.
","['okay', 'dinner']",2,0,0,0.0
17383,"You're on.
",[],0,0,0,
17384,"Don't look at my list, because there's
","['look', 'list']",2,1,1,0.0
17385,"a lot on there that you don't have.
",['lot'],1,0,0,0.0
17386,"Did you know your oven doesn't work?
","['know', 'oven', 'work']",3,1,0,0.33
17387,"The drawer full of takeout
","['drawer', 'full', 'takeout']",3,0,0,0.0
17388,"menus is okay, right?
","['menu', 'okay', 'right']",3,1,0,0.33
17389,"Ross, I'm gonna use yours.
","['ross', 'gon', 'na', 'use']",4,1,1,0.0
17390,"Chandler, give me a hand.
","['chandler', 'give', 'hand']",3,0,0,0.0
17391,"Joey, do not let Ross look at maps
","['joey', 'let', 'ross', 'look', 'map']",5,0,0,0.0
17392,"or the globe in your apartment.
","['globe', 'apartment']",2,0,0,0.0
17393,"Don't worry.
",['worry'],1,0,1,-1.0
17394,"It's not a globe of the United States.
","['globe', 'united', 'state']",3,0,0,0.0
17395,"I'm gonna go out and take a walk.
","['gon', 'na', 'go', 'take', 'walk']",5,0,0,0.0
17396,"Phoebe, why is your bag moving?
","['phoebe', 'bag', 'moving']",3,0,0,0.0
17397,"- Oh, it's not.
",['oh'],1,0,0,0.0
17398,"- Seriously, it's moving.
","['seriously', 'moving']",2,0,0,0.0
17399,"- What the hell's in there?
",['hell'],1,0,1,-1.0
17400,"- It's just my knitting. That's all.
",['knitting'],1,0,0,0.0
17401,"Yes, I knit this.
","['yes', 'knit']",2,0,0,0.0
17402,"I'm very good.
",['good'],1,1,0,1.0
17403,"Ross' apartment is nice.
","['ross', 'apartment', 'nice']",3,1,0,0.33
17404,"Why don't we hang out here?
",['hang'],1,0,1,-1.0
17405,"Maybe because it smells weird.
","['maybe', 'smell', 'weird']",3,0,2,-0.67
17406,"It's like old pumpkins or something.
","['like', 'old', 'pumpkin', 'something']",4,1,0,0.25
17407,"- That's my pie.
",['pie'],1,0,0,0.0
17408,"- Which smells delicious.
","['smell', 'delicious']",2,1,1,0.0
17409,"- Uh-oh. Uh-oh.
","['uh', 'oh', 'uh', 'oh']",4,0,0,0.0
17410,"- What?
",[],0,0,0,
17411,"We left Joey alone with the food.
","['left', 'joey', 'alone', 'food']",4,0,0,0.0
17412,"Yep, yep, I knew it.
","['yep', 'yep', 'knew']",3,0,0,0.0
17413,"There he is...
",[],0,0,0,
17414,"...feeding stuffing to a dog!
","['feeding', 'stuffing', 'dog']",3,0,0,0.0
17415,"Hi, Geller-Bing residence.
","['hi', 'geller', 'bing', 'residence']",4,0,0,0.0
17416,"How can I help?
",['help'],1,0,0,0.0
17417,"Why is a dog in our apartment?
","['dog', 'apartment']",2,0,0,0.0
17418,"I'm sorry, who's this?
",['sorry'],1,0,1,-1.0
17419,"There's a dog sitting on my couch.
","['dog', 'sitting', 'couch']",3,0,0,0.0
17420,"Tell her I'm allergic, and I will sue!
","['tell', 'allergic', 'sue']",3,0,2,-0.67
17421,"- There's no dog here.
",['dog'],1,0,0,0.0
17422,"- There is!
",[],0,0,0,
17423,"He's black and white and shaggy.
","['black', 'white', 'shaggy']",3,0,0,0.0
17424,"He's sitting next to Rachel
","['sitting', 'next', 'rachel']",3,0,0,0.0
17425,"and licking her hand. 
","['licking', 'hand']",2,0,0,0.0
17426,"Oh, my God! Where are you?
","['oh', 'god']",2,0,0,0.0
17427,"I'll be right there.
",['right'],1,1,0,1.0
17428,"They're here already?
",['already'],1,0,0,0.0
17429,"How are they doing this?!
",[],0,0,0,
17430,"Hi, Tag.
","['hi', 'tag']",2,0,0,0.0
17431,"What are you doing here?
",[],0,0,0,
17432,"I wanted to see if your offer
","['wanted', 'see', 'offer']",3,0,0,0.0
17433,"was still good.
","['still', 'good']",2,1,0,0.5
17434,"Well, sure. Come in.
","['well', 'sure', 'come']",3,1,0,0.33
17435,"Well, what happened
","['well', 'happened']",2,1,0,0.5
17436,"to your girlfriend?
",['girlfriend'],1,0,0,0.0
17437,"We kind of broke up this morning.
","['kind', 'broke', 'morning']",3,0,1,-0.33
17438,"- Oh, I'm sorry.
","['oh', 'sorry']",2,0,1,-0.5
17439,"- Yeah, so she went back to Ohio.
","['yeah', 'went', 'back', 'ohio']",4,0,0,0.0
17440,"Ohio, thank you.
","['ohio', 'thank']",2,1,0,0.5
17441,"Where's the dog?
",['dog'],1,0,0,0.0
17442,"What dog? There's no dog here.
","['dog', 'dog']",2,0,0,0.0
17443,"Yeah, that dog left.
","['yeah', 'dog', 'left']",3,0,0,0.0
17444,"Phoebe. Phoebe, open up.
","['phoebe', 'phoebe', 'open']",3,0,0,0.0
17445,"There's no dog in here.
",['dog'],1,0,0,0.0
17446,"Phoebe, we can hear the dog barking.
","['phoebe', 'hear', 'dog', 'barking']",4,0,0,0.0
17447,"No, that's just me coughing.
",['coughing'],1,0,0,0.0
17448,"Oh, good. There you are.
","['oh', 'good']",2,1,0,0.5
17449,"Listen, I have a dog in my room.
","['listen', 'dog', 'room']",3,0,0,0.0
17450,"What is it doing here?
",[],0,0,0,
17451,"I'm watching it for friends
","['watching', 'friend']",2,0,0,0.0
17452,"who left town.
","['left', 'town']",2,0,0,0.0
17453,"Wait.
",['wait'],1,0,0,0.0
17454,"Hello, my name is Klunkers.
","['hello', 'name', 'klunkers']",3,0,0,0.0
17455,"May I please stay
","['may', 'please', 'stay']",3,1,1,0.0
17456,"with you nice people?
","['nice', 'people']",2,1,0,0.5
17457,"I wish he could stay,
","['wish', 'could', 'stay']",3,0,0,0.0
17458,"but Chandler's allergic.
","['chandler', 'allergic']",2,0,1,-0.5
17459,"Extremely allergic, okay?
","['extremely', 'allergic', 'okay']",3,0,1,-0.33
17460,"If I'm anywhere near a dog
","['anywhere', 'near', 'dog']",3,0,0,0.0
17461,"for more than five minutes...
","['five', 'minute']",2,0,0,0.0
17462,"...my throat will just close up.
","['throat', 'close']",2,0,0,0.0
17463,"That's odd. This dog's been
","['odd', 'dog']",2,0,1,-0.5
17464,"living here for the past three days.
","['living', 'past', 'three', 'day']",4,0,0,0.0
17465,"Really?
",['really'],1,0,0,0.0
17466,"If he's been here
",[],0,0,0,
17467,"that long...
",['long'],1,0,0,0.0
17468,"...without a reaction, maybe
","['without', 'reaction', 'maybe']",3,0,0,0.0
17469,"you're not allergic to it.
",['allergic'],1,0,1,-1.0
17470,"It still has to go, right?
","['still', 'go', 'right']",3,1,0,0.33
17471,"Why?
",[],0,0,0,
17472,"- Okay, it's...
",['okay'],1,0,0,0.0
17473,"- Don't do it!
",[],0,0,0,
17474,"- Don't do what?
",[],0,0,0,
17475,"- I have to.
",[],0,0,0,
17476,"Okay? It's time.
","['okay', 'time']",2,0,0,0.0
17477,"Okay, I hate dogs.
","['okay', 'hate', 'dog']",3,0,1,-0.33
17478,"- What?!
",[],0,0,0,
17479,"- That's crazy? Why?
",['crazy'],1,0,1,-1.0
17480,"Told you.
",['told'],1,0,0,0.0
17481,"They are needy...
",['needy'],1,0,1,-1.0
17482,"...jumpy, and you can't tell
","['jumpy', 'tell']",2,0,1,-0.5
17483,"what they are thinking...
",['thinking'],1,0,0,0.0
17484,"...and that scares me a little bit.
","['scare', 'little', 'bit']",3,0,1,-0.33
17485,"You're right. They are scary.
","['right', 'scary']",2,1,1,0.0
17486,"She just ate a treat out of my hand!
","['ate', 'treat', 'hand']",3,0,0,0.0
17487,"Wait. Do you not like all dogs?
","['wait', 'like', 'dog']",3,1,0,0.33
17488,"I mean, not even puppies?
","['mean', 'even', 'puppy']",3,1,1,0.0
17489,"Is there a puppy here?
",['puppy'],1,0,0,0.0
17490,"- You don't like puppies?
","['like', 'puppy']",2,1,0,0.5
17491,"- Okay, you are new.
","['okay', 'new']",2,0,0,0.0
17492,"Look, Chandler, I told you. Never
","['look', 'chandler', 'told', 'never']",4,0,0,0.0
17493,"tell anyone about this dog thing.
","['tell', 'anyone', 'dog', 'thing']",4,0,0,0.0
17494,"It's like Ross not liking ice cream.
","['like', 'ross', 'liking', 'ice', 'cream']",5,2,0,0.4
17495,"- You don't like ice cream?
","['like', 'ice', 'cream']",3,1,0,0.33
17496,"- It's too cold!
",['cold'],1,0,1,-1.0
17497,"It's just that dogs make me
","['dog', 'make']",2,0,0,0.0
17498,"a little uncomfortable.
","['little', 'uncomfortable']",2,0,1,-0.5
17499,"Hurts my teeth.
","['hurt', 'teeth']",2,0,1,-0.5
17500,"And I don't want you guys
","['want', 'guy']",2,0,0,0.0
17501,"to hate me...
",['hate'],1,0,1,-1.0
17502,"...but I don't think I can be around
","['think', 'around']",2,0,0,0.0
17503,"that dog anymore, okay?
","['dog', 'anymore', 'okay']",3,0,0,0.0
17504,"So either the dog goes or I go.
","['either', 'dog', 'go', 'go']",4,0,0,0.0
17505,"Oh, my God!
","['oh', 'god']",2,0,0,0.0
17506,"How can I not get this?
",['get'],1,0,0,0.0
17507,"I'm a college professor.
","['college', 'professor']",2,0,0,0.0
17508,"I got 1 450 on my SATs.
","['got', 'sat']",2,0,0,0.0
17509,"Twelve fifty.
","['twelve', 'fifty']",2,0,0,0.0
17510,"Damn, I forgot you were here.
","['damn', 'forgot']",2,0,1,-0.5
17511,"We're gonna take Klunkers to Ross'.
","['gon', 'na', 'take', 'klunkers', 'ross']",5,0,0,0.0
17512,"We'll be back soon.
","['back', 'soon']",2,0,0,0.0
17513,"Can I ask you a question?
","['ask', 'question']",2,0,0,0.0
17514,"When a guy breaks up
","['guy', 'break']",2,0,1,-0.5
17515,"with his girlfriend...
",['girlfriend'],1,0,0,0.0
17516,"...what is an appropriate amount
","['appropriate', 'amount']",2,1,0,0.5
17517,"of time to wait before making a move?
","['time', 'wait', 'making', 'move']",4,0,0,0.0
17518,"I'd say about a month.
","['say', 'month']",2,0,0,0.0
17519,"Really? I'd say three to four.
","['really', 'say', 'three', 'four']",4,0,0,0.0
17520,"Half-hour.
","['half', 'hour']",2,0,0,0.0
17521,"Interesting.
",['interesting'],1,1,0,1.0
17522,"When it's your assistant,
",['assistant'],1,0,0,0.0
17523,"I'd say never.
","['say', 'never']",2,0,0,0.0
17524,"All right, Rach, the big question is,
","['right', 'rach', 'big', 'question']",4,1,0,0.25
17525,"does he like you?
",['like'],1,1,0,1.0
17526,"Because if he doesn't like you,
",['like'],1,1,0,1.0
17527,"this is all a moo point.
","['moo', 'point']",2,0,0,0.0
17528,"A ""moo"" point?
","['moo', 'point']",2,0,0,0.0
17529,"Yeah. It's like a cow's opinion.
","['yeah', 'like', 'cow', 'opinion']",4,2,1,0.25
17530,"It just doesn't matter.
",['matter'],1,0,0,0.0
17531,"It's ""moo. ""
",['moo'],1,0,0,0.0
17532,"Have I been living with him
",['living'],1,0,0,0.0
17533,"for too long, or did that make sense?
","['long', 'make', 'sense']",3,0,0,0.0
17534,"Don't listen to Joey.
","['listen', 'joey']",2,0,0,0.0
17535,"Okay, would you look at him?
","['okay', 'would', 'look']",3,0,0,0.0
17536,"He's obviously depressed.
","['obviously', 'depressed']",2,0,1,-0.5
17537,"He's away from his family.
","['away', 'family']",2,0,0,0.0
17538,"What he needs right now is
","['need', 'right']",2,1,0,0.5
17539,"for you to be his friend.
",['friend'],1,0,0,0.0
17540,"You're right. I'm sorry.
","['right', 'sorry']",2,1,1,0.0
17541,"Thank you.
",['thank'],1,1,0,1.0
17542,"- Okay, that's what I'm going to do.
","['okay', 'going']",2,0,0,0.0
17543,"- Fine, take their advice.
","['fine', 'take', 'advice']",3,1,0,0.33
17544,"No one ever listens to me.
","['one', 'ever', 'listens']",3,0,0,0.0
17545,"When the package is this pretty,
","['package', 'pretty']",2,1,0,0.5
17546,"no one cares what's inside.
","['one', 'care', 'inside']",3,0,0,0.0
17547,"How you holding up?
",['holding'],1,0,0,0.0
17548,"Not bad.
",['bad'],1,0,1,-1.0
17549,"- I'm sorry about your girlfriend.
","['sorry', 'girlfriend']",2,0,1,-0.5
17550,"- Thanks.
",['thanks'],1,0,0,0.0
17551,"- Were you guys together a long time?
","['guy', 'together', 'long', 'time']",4,0,0,0.0
17552,"- A year, on and off.
",['year'],1,0,0,0.0
17553,"I thought we'd end up together.
","['thought', 'end', 'together']",3,0,0,0.0
17554,"I don't anymore.
",['anymore'],1,0,0,0.0
17555,"- Now that she broke up with you.
",['broke'],1,0,1,-1.0
17556,"- Yeah.
",['yeah'],1,0,0,0.0
17557,"It's weird.
",['weird'],1,0,1,-1.0
17558,"I used to assume that I would meet
","['used', 'assume', 'would', 'meet']",4,0,0,0.0
17559,"someone and fall in love and be happy.
","['someone', 'fall', 'love', 'happy']",4,2,1,0.25
17560,"That all that was just a given.
",['given'],1,0,0,0.0
17561,"Lately, it's like, what if it's not?
","['lately', 'like']",2,1,0,0.5
17562,"Do you ever have that feeling?
","['ever', 'feeling']",2,0,0,0.0
17563,"No.
",[],0,0,0,
17564,"Yeah.
",['yeah'],1,0,0,0.0
17565,"All the time.
",['time'],1,0,0,0.0
17566,"Constantly. It's terrifying.
","['constantly', 'terrifying']",2,0,0,0.0
17567,"But you know, then I figure
","['know', 'figure']",2,0,0,0.0
17568,"it has to work out.
",['work'],1,1,0,1.0
17569,"Why?
",[],0,0,0,
17570,"Because it has to.
",[],0,0,0,
17571,"- You have all the answers, don't you?
",['answer'],1,0,0,0.0
17572,"- No, no, I do. I really do.
",['really'],1,0,0,0.0
17573,"- Thanks for talking to me.
","['thanks', 'talking']",2,0,0,0.0
17574,"- Come on, what are bosses for?
","['come', 'boss']",2,0,0,0.0
17575,"Hug it out.
",['hug'],1,1,0,1.0
17576,"All right, he likes you back.
","['right', 'like', 'back']",3,2,0,0.67
17577,"Told you you should go for it.
","['told', 'go']",2,0,0,0.0
17578,"What?
",[],0,0,0,
17579,"Street noise drown any of that out?
","['street', 'noise', 'drown']",3,0,1,-0.33
17580,"No? See you later.
","['see', 'later']",2,0,0,0.0
17581,"Okay.
",['okay'],1,0,0,0.0
17582,"What did Joey say? I like you back?
","['joey', 'say', 'like', 'back']",4,1,0,0.25
17583,"Joey knows that I'm very insecure
","['joey', 'know', 'insecure']",3,0,1,-0.33
17584,"about my back.
",['back'],1,0,0,0.0
17585,"And you were hugging me...
",['hugging'],1,0,0,0.0
17586,"...so obviously you are not
",['obviously'],1,0,0,0.0
17587,"repulsed by it. Yeah!
","['repulsed', 'yeah']",2,0,1,-0.5
17588,"- Wait, that doesn't make any sense.
","['wait', 'make', 'sense']",3,0,0,0.0
17589,"- No?
",[],0,0,0,
17590,"All right, here's the truth.
","['right', 'truth']",2,1,0,0.5
17591,"Joey said what he said...
","['joey', 'said', 'said']",3,0,0,0.0
17592,"...because I'm attracted to you.
",['attracted'],1,0,0,0.0
17593,"Wow.
",['wow'],1,1,0,1.0
17594,"Yeah, I admit it.
","['yeah', 'admit']",2,0,0,0.0
17595,"I have a crush on you. I know that's
","['crush', 'know']",2,0,1,-0.5
17596,"crazy because we work together...
","['crazy', 'work', 'together']",3,1,1,0.0
17597,"...and nothing could ever happen.
","['nothing', 'could', 'ever', 'happen']",4,0,0,0.0
17598,"The last thing I wanted to do
","['last', 'thing', 'wanted']",3,0,0,0.0
17599,"was freak you out...
",['freak'],1,0,1,-1.0
17600,"...or make you feel uncomfortable.
","['make', 'feel', 'uncomfortable']",3,0,1,-0.33
17601,"Which is why it would be great
","['would', 'great']",2,1,0,0.5
17602,"if you said something right about now.
","['said', 'something', 'right']",3,1,0,0.33
17603,"Oh, my God.
","['oh', 'god']",2,0,0,0.0
17604,"Those guys are stealing my car.
","['guy', 'stealing', 'car']",3,0,1,-0.33
17605,"What?
",[],0,0,0,
17606,"Right there. That's my car!
","['right', 'car']",2,1,0,0.5
17607,"- Hey!
",['hey'],1,0,0,0.0
17608,"- Okay, that'll take one minute.
","['okay', 'take', 'one', 'minute']",4,0,0,0.0
17609,"Do you have anything else to say?
","['anything', 'else', 'say']",3,0,0,0.0
17610,"I can't believe it.
",['believe'],1,0,0,0.0
17611,"We still have time to talk,
","['still', 'time', 'talk']",3,0,0,0.0
17612,"and they're not even in the car yet.
","['even', 'car', 'yet']",3,0,0,0.0
17613,"Look, there they go.
","['look', 'go']",2,0,0,0.0
17614,"Okay, Phoebe.
","['okay', 'phoebe']",2,0,0,0.0
17615,"We should probably go back now.
","['probably', 'go', 'back']",3,0,0,0.0
17616,"Please, don't leave me.
","['please', 'leave']",2,1,1,0.0
17617,"I'll be lonely.
",['lonely'],1,0,1,-1.0
17618,"Stop it. Stop.
","['stop', 'stop']",2,0,0,0.0
17619,"- Okay, let's go. We can be strong.
","['okay', 'let', 'go', 'strong']",4,1,0,0.25
17620,"- Yeah, okay.
","['yeah', 'okay']",2,0,0,0.0
17621,"Did you hear that?
",['hear'],1,0,0,0.0
17622,"She said, ""Monica. ""
","['said', 'monica']",2,0,0,0.0
17623,"I can't leave her.
",['leave'],1,0,0,0.0
17624,"We could sneak the dog back
","['could', 'sneak', 'dog', 'back']",4,0,1,-0.25
17625,"and Chandler wouldn't even know.
","['chandler', 'even', 'know']",3,0,0,0.0
17626,"That won't work.
",['work'],1,1,0,1.0
